DATE,NIKKEI225,DJIA,DEXJPUS
2013-03-26,12471.62,14559.65,94.22
2013-03-27,12493.79,14526.16,94.38
2013-03-28,12335.96,14578.54,94.02
2013-03-29,12397.91,,94.16
2013-04-01,12135.02,14572.85,93.3
2013-04-02,12003.43,14662.01,93.43
2013-04-03,12362.2,14550.35,92.96
2013-04-04,12634.54,14606.11,96.12
2013-04-05,12833.64,14565.25,96.86
2013-04-08,13192.59,14613.48,98.9
2013-04-09,13192.35,14673.46,99.02
2013-04-10,13288.13,14802.24,99.61
2013-04-11,13549.16,14865.14,99.42
2013-04-12,13485.14,14865.06,98.98
2013-04-15,13275.66,14599.2,98.0
2013-04-16,13221.44,14756.78,97.86
2013-04-17,13382.89,14618.59,97.74
2013-04-18,13220.07,14537.14,98.22
2013-04-19,13316.48,14547.51,99.28
2013-04-22,13568.37,14567.17,99.29
2013-04-23,13529.65,14719.46,99.43
2013-04-24,13843.46,14676.3,99.39
2013-04-25,13926.08,14700.8,99.42
2013-04-26,13884.13,14712.55,97.84
2013-04-29,,14818.75,98.09
2013-04-30,13860.86,14839.8,97.52
2013-05-01,13799.35,14700.95,97.28
2013-05-02,13694.04,14831.58,97.96
2013-05-03,,14973.96,99.1
2013-05-06,,14968.89,99.35
2013-05-07,14180.24,15056.2,99.0
2013-05-08,14285.69,15105.12,98.9
2013-05-09,14191.48,15082.62,99.29
2013-05-10,14607.54,15118.49,101.74
2013-05-13,14782.21,15091.68,101.84
2013-05-14,14758.42,15215.25,102.18
2013-05-15,15096.03,15275.69,102.44
2013-05-16,15037.24,15233.22,102.22
2013-05-17,15138.12,15354.4,102.98
2013-05-20,15360.81,15335.28,102.54
2013-05-21,15381.02,15387.58,102.36
2013-05-22,15627.26,15307.17,103.52
2013-05-23,14483.98,15294.5,101.66
2013-05-24,14612.45,15303.1,100.98
2013-05-27,14142.65,,
2013-05-28,14311.98,15409.39,102.07
2013-05-29,14326.46,15302.8,100.91
2013-05-30,13589.03,15324.53,101.06
2013-05-31,13774.54,15115.57,100.83
2013-06-03,13261.82,15254.03,99.18
2013-06-04,13533.76,15177.54,100.15
2013-06-05,13014.87,14960.59,99.16
2013-06-06,12904.02,15040.62,97.76
2013-06-07,12877.53,15248.12,97.2
2013-06-10,13514.2,15238.59,98.88
2013-06-11,13317.62,15122.02,96.82
2013-06-12,13289.32,14995.23,95.36
2013-06-13,12445.38,15176.08,94.29
2013-06-14,12686.52,15070.18,94.34
2013-06-17,13033.12,15179.85,94.87
2013-06-18,13007.28,15318.23,95.2
2013-06-19,13245.22,15112.19,95.22
2013-06-20,13014.58,14758.32,98.18
2013-06-21,13230.13,14799.4,97.48
2013-06-24,13062.78,14659.56,97.7
2013-06-25,12969.34,14760.31,97.87
2013-06-26,12834.01,14910.14,97.43
2013-06-27,13213.55,15024.49,98.4
2013-06-28,13677.32,14909.6,99.21
2013-07-01,13852.5,14974.96,99.62
2013-07-02,14098.74,14932.41,100.43
2013-07-03,14055.56,14988.55,99.82
2013-07-04,14018.93,,
2013-07-05,14309.97,15135.84,100.94
2013-07-08,14109.34,15224.69,101.07
2013-07-09,14472.9,15300.34,101.08
2013-07-10,14416.6,15291.66,100.1
2013-07-11,14472.58,15460.92,98.8
2013-07-12,14506.25,15464.3,99.39
2013-07-15,,15484.26,100.04
2013-07-16,14599.12,15451.85,99.37
2013-07-17,14615.04,15470.52,99.7
2013-07-18,14808.5,15548.54,100.6
2013-07-19,14589.91,15543.74,100.3
2013-07-22,14658.04,15545.55,99.6
2013-07-23,14778.51,15567.74,99.76
2013-07-24,14731.28,15542.24,100.21
2013-07-25,14562.93,15555.61,99.56
2013-07-26,14129.98,15558.83,98.24
2013-07-29,13661.13,15521.97,97.8
2013-07-30,13869.82,15520.59,98.02
2013-07-31,13668.32,15499.54,98.35
2013-08-01,14005.77,15628.02,99.3
2013-08-02,14466.16,15658.36,99.04
2013-08-05,14258.04,15612.13,98.54
2013-08-06,14401.06,15518.74,97.85
2013-08-07,13824.94,15470.67,96.72
2013-08-08,13605.56,15498.32,96.03
2013-08-09,13615.19,15425.51,96.24
2013-08-12,13519.43,15419.68,96.44
2013-08-13,13867.0,15451.01,98.06
2013-08-14,14050.16,15337.66,98.15
2013-08-15,13752.94,15112.19,97.81
2013-08-16,13650.11,15081.47,97.6
2013-08-19,13758.13,15010.74,97.94
2013-08-20,13396.38,15002.99,97.12
2013-08-21,13424.33,14897.55,97.66
2013-08-22,13365.17,14963.74,98.53
2013-08-23,13660.55,15010.51,98.57
2013-08-26,13636.28,14946.46,98.64
2013-08-27,13542.37,14776.13,97.3
2013-08-28,13338.46,14824.51,97.65
2013-08-29,13459.71,14840.95,98.46
2013-08-30,13388.86,14810.31,98.22
2013-09-02,13572.92,,
2013-09-03,13978.44,14833.96,99.43
2013-09-04,14053.87,14930.87,99.61
2013-09-05,14064.82,14937.48,100.08
2013-09-06,13860.81,14922.5,99.04
2013-09-09,14205.23,15063.12,99.55
2013-09-10,14423.36,15191.06,100.22
2013-09-11,14425.07,15326.6,100.08
2013-09-12,14387.27,15300.64,99.24
2013-09-13,14404.67,15376.06,99.38
2013-09-16,,15494.78,98.98
2013-09-17,14311.67,15529.73,99.16
2013-09-18,14505.36,15676.94,99.04
2013-09-19,14766.18,15636.55,99.33
2013-09-20,14742.42,15451.09,99.38
2013-09-23,,15401.38,98.76
2013-09-24,14732.61,15334.59,98.76
2013-09-25,14620.53,15273.26,98.62
2013-09-26,14799.12,15328.3,98.95
2013-09-27,14760.07,15258.24,98.3
2013-09-30,14455.8,15129.67,98.29
2013-10-01,14484.72,15191.7,98.05
2013-10-02,14170.49,15133.14,97.36
2013-10-03,14157.25,14996.48,97.08
2013-10-04,14024.31,15072.58,97.2
2013-10-07,13853.32,14936.24,97.02
2013-10-08,13894.61,14776.53,96.94
2013-10-09,14037.84,14802.98,97.23
2013-10-10,14194.71,15126.07,98.09
2013-10-11,14404.74,15237.11,98.42
2013-10-14,,15301.26,
2013-10-15,14441.54,15168.01,98.58
2013-10-16,14467.14,15373.83,98.9
2013-10-17,14586.51,15371.65,97.85
2013-10-18,14561.54,15399.65,97.77
2013-10-21,14693.57,15392.2,98.14
2013-10-22,14713.25,15467.66,98.18
2013-10-23,14426.05,15413.33,97.28
2013-10-24,14486.41,15509.21,97.36
2013-10-25,14088.19,15570.28,97.46
2013-10-28,14396.04,15568.93,97.7
2013-10-29,14325.98,15680.35,98.09
2013-10-30,14502.35,15618.76,98.14
2013-10-31,14327.94,15545.75,98.1
2013-11-01,14201.57,15615.55,98.78
2013-11-04,,15639.12,98.62
2013-11-05,14225.37,15618.22,98.6
2013-11-06,14337.31,15746.88,98.6
2013-11-07,14228.44,15593.98,98.56
2013-11-08,14086.8,15761.78,99.03
2013-11-11,14269.84,15783.1,
2013-11-12,14588.68,15750.67,99.65
2013-11-13,14567.16,15821.63,99.31
2013-11-14,14876.41,15876.22,99.93
2013-11-15,15165.92,15961.7,100.17
2013-11-18,15164.3,15976.02,100.04
2013-11-19,15126.56,15967.03,100.14
2013-11-20,15076.08,15900.82,100.02
2013-11-21,15365.6,16009.99,100.95
2013-11-22,15381.72,16064.77,101.29
2013-11-25,15619.13,16072.54,101.7
2013-11-26,15515.24,16072.8,101.38
2013-11-27,15449.63,16097.33,102.18
2013-11-28,15727.12,,
2013-11-29,15661.87,16086.41,102.45
2013-12-02,15655.07,16008.77,103.04
2013-12-03,15749.66,15914.62,102.36
2013-12-04,15407.94,15889.77,102.48
2013-12-05,15177.49,15821.51,101.82
2013-12-06,15299.86,16020.2,102.88
2013-12-09,15650.21,16025.53,103.22
2013-12-10,15611.31,15973.13,102.8
2013-12-11,15515.06,15843.53,102.38
2013-12-12,15341.82,15739.43,103.11
2013-12-13,15403.11,15755.36,103.28
2013-12-16,15152.91,15884.57,102.91
2013-12-17,15278.63,15875.26,102.63
2013-12-18,15587.8,16167.97,103.18
2013-12-19,15859.22,16179.08,104.16
2013-12-20,15870.42,16221.14,104.07
2013-12-23,,16294.61,104.06
2013-12-24,15889.33,16357.55,104.26
2013-12-25,16009.99,,
2013-12-26,16174.44,16479.88,104.72
2013-12-27,16178.94,16478.41,105.05
2013-12-30,16291.31,16504.29,105.0
2013-12-31,,16576.66,105.25
2014-01-01,,,
2014-01-02,,16441.35,104.84
2014-01-03,,16469.99,104.46
2014-01-06,15908.88,16425.1,104.38
2014-01-07,15814.37,16530.94,104.54
2014-01-08,16121.45,16462.74,104.87
2014-01-09,15880.33,16444.76,104.74
2014-01-10,15912.06,16437.05,104.06
2014-01-13,,16257.94,103.31
2014-01-14,15422.4,16373.86,103.8
2014-01-15,15808.73,16481.94,104.42
2014-01-16,15747.2,16417.01,104.32
2014-01-17,15734.46,16458.56,104.32
2014-01-20,15641.68,,
2014-01-21,15795.96,16414.44,104.14
2014-01-22,15820.96,16373.34,104.36
2014-01-23,15695.89,16197.35,103.65
2014-01-24,15391.56,15879.11,102.41
2014-01-27,15005.73,15837.88,102.26
2014-01-28,14980.16,15928.56,102.8
2014-01-29,15383.91,15738.79,102.2
2014-01-30,15007.06,15848.61,102.83
2014-01-31,14914.53,15698.85,102.28
2014-02-03,14619.13,15372.8,101.11
2014-02-04,14008.47,15445.24,101.62
2014-02-05,14180.38,15440.23,101.38
2014-02-06,14155.12,15628.53,101.84
2014-02-07,14462.41,15794.08,102.32
2014-02-10,14718.34,15801.79,102.14
2014-02-11,,15994.77,102.63
2014-02-12,14800.06,15963.94,102.48
2014-02-13,14534.74,16027.59,102.2
2014-02-14,14313.03,16154.39,101.82
2014-02-17,14393.11,,
2014-02-18,14843.24,16130.4,102.31
2014-02-19,14766.53,16040.56,102.3
2014-02-20,14449.18,16133.23,102.32
2014-02-21,14865.67,16103.3,102.71
2014-02-24,14837.68,16207.14,102.44
2014-02-25,15051.6,16179.66,102.2
2014-02-26,14970.97,16198.41,102.36
2014-02-27,14923.11,16272.65,102.12
2014-02-28,14841.07,16321.71,102.08
2014-03-03,14652.23,16168.03,101.36
2014-03-04,14721.48,16395.88,102.18
2014-03-05,14897.63,16360.18,102.32
2014-03-06,15134.75,16421.89,103.03
2014-03-07,15274.07,16452.72,103.38
2014-03-10,15120.14,16418.68,103.23
2014-03-11,15224.11,16351.25,103.18
2014-03-12,14830.39,16340.08,102.74
2014-03-13,14815.98,16108.89,102.12
2014-03-14,14327.66,16065.67,101.46
2014-03-17,14277.67,16247.22,101.62
2014-03-18,14411.27,16336.19,101.37
2014-03-19,14462.52,16222.17,101.54
2014-03-20,14224.23,16331.05,102.39
2014-03-21,,16302.77,102.38
2014-03-24,14475.3,16276.69,102.21
2014-03-25,14423.19,16367.88,102.32
2014-03-26,14477.16,16268.99,102.3
2014-03-27,14622.89,16264.23,102.1
2014-03-28,14696.03,16323.06,102.92
2014-03-31,14827.83,16457.66,102.98
2014-04-01,14791.99,16532.61,103.52
2014-04-02,14946.32,16573.0,103.82
2014-04-03,15071.88,16572.55,103.94
2014-04-04,15063.77,16412.71,103.39
2014-04-07,14808.85,16245.87,103.04
2014-04-08,14606.88,16256.14,102.12
2014-04-09,14299.69,16437.18,101.85
2014-04-10,14300.12,16170.22,101.43
2014-04-11,13960.05,16026.75,101.56
2014-04-14,13910.16,16173.24,101.81
2014-04-15,13996.81,16262.56,101.6
2014-04-16,14417.68,16424.85,102.3
2014-04-17,14417.53,16408.54,102.22
2014-04-18,14516.27,,102.43
2014-04-21,14512.38,16449.25,102.56
2014-04-22,14388.77,16514.37,102.6
2014-04-23,14546.27,16501.65,102.26
2014-04-24,14404.99,16501.65,102.34
2014-04-25,14429.26,16361.46,102.12
2014-04-28,14288.23,16448.74,102.46
2014-04-29,,16535.37,102.57
2014-04-30,14304.11,16580.84,102.14
2014-05-01,14485.13,16558.87,102.3
2014-05-02,14457.51,16512.89,102.34
2014-05-05,,16530.55,102.06
2014-05-06,,16401.02,101.57
2014-05-07,14033.45,16518.54,101.72
2014-05-08,14163.78,16550.97,101.66
2014-05-09,14199.59,16583.34,101.74
2014-05-12,14149.52,16695.47,102.1
2014-05-13,14425.44,16715.44,102.2
2014-05-14,14405.76,16613.97,101.75
2014-05-15,14298.21,16446.81,101.44
2014-05-16,14096.59,16491.31,101.5
2014-05-19,14006.44,16511.86,101.26
2014-05-20,14075.25,16374.31,101.26
2014-05-21,14042.17,16533.06,101.44
2014-05-22,14337.79,16543.08,101.76
2014-05-23,14462.17,16606.27,101.88
2014-05-26,14602.52,,
2014-05-27,14636.52,16675.5,102.14
2014-05-28,14670.95,16633.18,101.78
2014-05-29,14681.72,16698.74,101.58
2014-05-30,14632.38,16717.17,101.77
2014-06-02,14935.92,16743.63,102.3
2014-06-03,15034.25,16722.34,102.42
2014-06-04,15067.96,16737.53,102.69
2014-06-05,15079.37,16836.11,102.44
2014-06-06,15077.24,16924.28,102.5
2014-06-09,15124.0,16943.1,102.52
2014-06-10,14994.8,16945.92,102.37
2014-06-11,15069.48,16843.88,101.94
2014-06-12,14973.53,16734.19,101.83
2014-06-13,15097.84,16775.74,102.06
2014-06-16,14933.29,16781.01,101.82
2014-06-17,14975.97,16808.49,102.18
2014-06-18,15115.8,16906.62,102.16
2014-06-19,15361.16,16921.46,101.84
2014-06-20,15349.42,16947.08,102.14
2014-06-23,15369.28,16937.26,101.9
2014-06-24,15376.24,16818.13,102.13
2014-06-25,15266.61,16867.51,101.75
2014-06-26,15308.49,16846.13,101.66
2014-06-27,15095.0,16851.84,101.39
2014-06-30,15162.1,16826.6,101.28
2014-07-01,15326.2,16956.07,101.51
2014-07-02,15369.97,16976.24,101.76
2014-07-03,15348.29,17068.26,102.19
2014-07-04,15437.13,,
2014-07-07,15379.44,17024.21,101.84
2014-07-08,15314.41,16906.62,101.53
2014-07-09,15302.65,16985.61,101.7
2014-07-10,15216.47,16915.07,101.26
2014-07-11,15164.04,16943.81,101.33
2014-07-14,15296.82,17055.42,101.58
2014-07-15,15395.16,17060.68,101.62
2014-07-16,15379.3,17138.2,101.69
2014-07-17,15370.26,16976.81,101.3
2014-07-18,15215.71,17100.18,101.37
2014-07-21,,17051.73,101.34
2014-07-22,15343.28,17113.54,101.54
2014-07-23,15328.56,17086.63,101.5
2014-07-24,15284.42,17083.8,101.82
2014-07-25,15457.87,16960.57,101.81
2014-07-28,15529.4,16982.59,101.82
2014-07-29,15618.07,16912.11,102.12
2014-07-30,15646.23,16880.36,102.9
2014-07-31,15620.77,16563.3,102.75
2014-08-01,15523.11,16493.37,102.45
2014-08-04,15474.5,16569.28,102.47
2014-08-05,15320.31,16429.47,102.77
2014-08-06,15159.79,16443.34,102.34
2014-08-07,15232.37,16368.27,102.06
2014-08-08,14778.37,16553.93,101.91
2014-08-11,15130.52,16569.98,102.14
2014-08-12,15161.31,16560.54,102.22
2014-08-13,15213.63,16651.8,102.48
2014-08-14,15314.57,16713.58,102.44
2014-08-15,15318.34,16662.91,102.19
2014-08-18,15322.6,16838.74,102.54
2014-08-19,15449.79,16919.59,102.86
2014-08-20,15454.45,16979.13,103.36
2014-08-21,15586.2,17039.49,103.78
2014-08-22,15539.19,17001.22,103.97
2014-08-25,15613.25,17076.87,103.96
2014-08-26,15521.22,17106.7,104.12
2014-08-27,15534.82,17122.01,103.98
2014-08-28,15459.86,17079.57,103.78
2014-08-29,15424.59,17098.45,104.0
2014-09-01,15476.6,,
2014-09-02,15668.6,17067.56,105.1
2014-09-03,15728.35,17078.28,104.88
2014-09-04,15676.18,17069.58,105.22
2014-09-05,15668.68,17137.36,104.94
2014-09-08,15705.11,17111.42,105.65
2014-09-09,15749.15,17013.87,106.32
2014-09-10,15788.78,17068.71,106.76
2014-09-11,15909.2,17049.0,106.87
2014-09-12,15948.29,16987.51,107.24
2014-09-15,,17031.14,107.18
2014-09-16,15911.53,17131.97,106.91
2014-09-17,15888.67,17156.85,107.58
2014-09-18,16067.57,17265.99,108.69
2014-09-19,16321.17,17279.74,108.96
2014-09-22,16205.9,17172.68,108.88
2014-09-23,,17055.87,108.82
2014-09-24,16167.45,17210.06,108.92
2014-09-25,16374.14,16945.8,108.7
2014-09-26,16229.86,17113.15,109.32
2014-09-29,16310.64,17071.22,109.34
2014-09-30,16173.52,17042.9,109.66
2014-10-01,16082.25,16804.71,109.3
2014-10-02,15661.99,16801.05,108.1
2014-10-03,15708.65,17009.69,109.7
2014-10-06,15890.95,16991.91,109.08
2014-10-07,15783.83,16719.39,108.3
2014-10-08,15595.98,16994.22,108.41
2014-10-09,15478.93,16659.25,108.0
2014-10-10,15300.55,16544.1,107.83
2014-10-13,,16321.07,
2014-10-14,14936.51,16315.19,107.15
2014-10-15,15073.52,16141.74,106.06
2014-10-16,14738.38,16117.24,105.98
2014-10-17,14532.51,16380.41,106.72
2014-10-20,15111.23,16399.67,106.87
2014-10-21,14804.28,16614.81,106.7
2014-10-22,15195.77,16461.32,107.32
2014-10-23,15138.96,16677.9,108.16
2014-10-24,15291.64,16805.41,108.06
2014-10-27,15388.72,16817.94,107.71
2014-10-28,15329.91,17005.75,108.0
2014-10-29,15553.91,16974.31,108.1
2014-10-30,15658.2,17195.42,108.94
2014-10-31,16413.76,17390.52,112.09
2014-11-03,,17366.24,113.92
2014-11-04,16862.47,17383.84,113.44
2014-11-05,16937.32,17484.53,114.62
2014-11-06,16792.48,17554.47,114.87
2014-11-07,16880.38,17573.93,114.73
2014-11-10,16780.53,17613.74,114.78
2014-11-11,17124.11,17614.9,
2014-11-12,17197.05,17612.2,115.42
2014-11-13,17392.79,17652.79,115.63
2014-11-14,17490.83,17634.74,116.52
2014-11-17,16973.8,17647.75,116.44
2014-11-18,17344.06,17687.82,116.76
2014-11-19,17288.75,17685.73,117.7
2014-11-20,17300.86,17719.0,118.14
2014-11-21,17357.51,17810.06,117.74
2014-11-24,,17817.9,118.39
2014-11-25,17407.62,17814.94,117.99
2014-11-26,17383.58,17827.75,117.6
2014-11-27,17248.5,,
2014-11-28,17459.85,17828.24,118.7
2014-12-01,17590.1,17776.8,118.14
2014-12-02,17663.22,17879.55,119.1
2014-12-03,17720.43,17912.62,119.82
2014-12-04,17887.21,17900.1,119.67
2014-12-05,17920.45,17958.79,121.38
2014-12-08,17935.64,17852.48,120.89
2014-12-09,17813.38,17801.2,118.87
2014-12-10,17412.58,17533.15,118.5
2014-12-11,17257.4,17596.34,119.4
2014-12-12,17371.58,17280.83,118.22
2014-12-15,17099.4,17180.84,117.75
2014-12-16,16755.32,17068.87,117.28
2014-12-17,16819.73,17356.87,117.64
2014-12-18,17210.05,17778.15,118.84
2014-12-19,17621.4,17804.8,119.56
2014-12-22,17635.14,17959.44,119.84
2014-12-23,,18024.17,120.68
2014-12-24,17854.23,18030.21,120.45
2014-12-25,17808.75,,
2014-12-26,17818.96,18053.71,
2014-12-29,17729.84,18038.23,120.57
2014-12-30,17450.77,17983.07,119.34
2014-12-31,,17823.07,119.85
2015-01-01,,,
2015-01-02,,17832.99,120.2
2015-01-05,17408.71,17501.65,119.64
2015-01-06,16883.19,17371.64,118.26
2015-01-07,16885.33,17584.52,119.52
2015-01-08,17167.1,17907.87,119.51
2015-01-09,17197.73,17737.37,118.66
2015-01-12,,17640.84,118.32
2015-01-13,17087.71,17613.68,118.16
2015-01-14,16795.96,17427.09,116.78
2015-01-15,17108.7,17320.71,116.95
2015-01-16,16864.16,17511.57,117.45
2015-01-19,17014.29,,
2015-01-20,17366.3,17515.23,118.48
2015-01-21,17280.48,17554.28,117.86
2015-01-22,17329.02,17813.98,117.92
2015-01-23,17511.75,17672.6,117.8
2015-01-26,17468.52,17678.7,118.38
2015-01-27,17768.3,17387.21,117.62
2015-01-28,17795.73,17191.37,117.74
2015-01-29,17606.22,17416.85,118.31
2015-01-30,17674.39,17164.95,117.44
2015-02-02,17558.04,17361.04,117.33
2015-02-03,17335.85,17666.4,117.48
2015-02-04,17678.74,17673.02,117.58
2015-02-05,17504.62,17884.88,117.4
2015-02-06,17648.5,17824.29,119.16
2015-02-09,17711.93,17729.21,118.7
2015-02-10,17652.68,17868.76,119.32
2015-02-11,,17862.14,120.38
2015-02-12,17979.72,17972.38,118.72
2015-02-13,17913.36,18019.35,118.7
2015-02-16,18004.77,,
2015-02-17,17987.09,18047.58,118.99
2015-02-18,18199.17,18029.85,119.19
2015-02-19,18264.79,17985.77,118.84
2015-02-20,18332.3,18140.44,118.68
2015-02-23,18466.92,18116.84,118.88
2015-02-24,18603.48,18209.19,119.13
2015-02-25,18585.2,18224.57,118.88
2015-02-26,18785.79,18214.42,119.36
2015-02-27,18797.94,18132.7,119.72
2015-03-02,18826.88,18288.63,120.06
2015-03-03,18815.16,18203.37,119.47
2015-03-04,18703.6,18096.9,119.76
2015-03-05,18751.84,18135.72,120.22
2015-03-06,18971.0,17856.78,120.93
2015-03-09,18790.55,17995.72,121.17
2015-03-10,18665.11,17662.94,121.2
2015-03-11,18723.52,17635.39,121.5
2015-03-12,18991.11,17895.22,121.28
2015-03-13,19254.25,17749.31,121.17
2015-03-16,19246.06,17977.42,121.3
2015-03-17,19437.0,17849.08,121.28
2015-03-18,19544.48,18076.19,120.92
2015-03-19,19476.56,17959.03,120.9
2015-03-20,19560.22,18127.65,120.28
2015-03-23,19754.36,18116.04,119.74
2015-03-24,19713.45,18011.14,119.9
2015-03-25,19746.2,17718.54,119.37
2015-03-26,19471.12,17678.23,119.01
2015-03-27,19285.63,17712.66,119.15
2015-03-30,19411.4,17976.31,120.11
2015-03-31,19206.99,17776.12,119.96
2015-04-01,19034.84,17698.18,119.62
2015-04-02,19312.79,17763.24,119.74
2015-04-03,19435.08,,118.96
2015-04-06,19397.98,17880.85,119.05
2015-04-07,19640.54,17875.42,120.36
2015-04-08,19789.81,17902.51,119.96
2015-04-09,19937.72,17958.73,120.32
2015-04-10,19907.63,18057.65,120.29
2015-04-13,19905.46,17977.04,120.32
2015-04-14,19908.68,18036.7,119.26
2015-04-15,19869.76,18112.61,119.23
2015-04-16,19885.77,18105.77,119.18
2015-04-17,19652.88,17826.3,119.02
2015-04-20,19634.49,18034.93,119.27
2015-04-21,19909.09,17949.59,119.45
2015-04-22,20133.9,18038.27,119.9
2015-04-23,20187.65,18058.69,119.69
2015-04-24,20020.04,18080.14,118.98
2015-04-27,19983.32,18037.97,119.12
2015-04-28,20058.95,18110.14,118.8
2015-04-29,,18035.53,118.83
2015-04-30,19520.01,17840.52,119.86
2015-05-01,19531.63,18024.06,120.21
2015-05-04,,18070.4,120.25
2015-05-05,,17928.2,119.87
2015-05-06,,17841.98,119.42
2015-05-07,19291.99,17924.06,119.74
2015-05-08,19379.19,18191.11,119.78
2015-05-11,19620.91,18105.17,120.05
2015-05-12,19624.84,18068.23,119.8
2015-05-13,19764.72,18060.49,119.09
2015-05-14,19570.24,18252.24,119.2
2015-05-15,19732.92,18272.56,119.36
2015-05-18,19890.27,18298.88,119.82
2015-05-19,20026.38,18312.39,120.58
2015-05-20,20196.56,18285.4,121.28
2015-05-21,20202.87,18285.74,121.06
2015-05-22,20264.41,18232.02,121.45
2015-05-25,20413.77,,
2015-05-26,20437.48,18041.54,123.08
2015-05-27,20472.58,18162.99,123.76
2015-05-28,20551.46,18126.12,124.18
2015-05-29,20563.15,18010.68,123.98
2015-06-01,20569.87,18040.37,124.64
2015-06-02,20543.19,18011.94,124.19
2015-06-03,20473.51,18076.27,124.06
2015-06-04,20488.19,17905.58,124.56
2015-06-05,20460.9,17849.46,125.58
2015-06-08,20457.19,17766.55,125.08
2015-06-09,20096.3,17764.04,124.16
2015-06-10,20046.36,18000.4,122.72
2015-06-11,20382.97,18039.37,123.62
2015-06-12,20407.08,17898.84,123.23
2015-06-15,20387.79,17791.17,123.38
2015-06-16,20257.94,17904.48,123.39
2015-06-17,20219.27,17935.74,124.25
2015-06-18,19990.82,18115.84,122.87
2015-06-19,20174.24,18015.95,122.7
2015-06-22,20428.19,18119.78,123.28
2015-06-23,20809.42,18144.07,123.71
2015-06-24,20868.03,17966.07,124.24
2015-06-25,20771.4,17890.36,123.63
2015-06-26,20706.15,17946.68,123.92
2015-06-29,20109.95,17596.35,122.5
2015-06-30,20235.73,17619.51,122.1
2015-07-01,20329.32,17757.91,123.02
2015-07-02,20522.5,17730.11,123.14
2015-07-03,20539.79,,
2015-07-06,20112.12,17683.58,122.53
2015-07-07,20376.59,17776.91,122.16
2015-07-08,19737.64,17515.42,120.54
2015-07-09,19855.5,17548.62,121.22
2015-07-10,19779.83,17760.41,122.75
2015-07-13,20089.77,17977.68,123.35
2015-07-14,20385.33,18053.58,123.39
2015-07-15,20463.33,18050.17,123.89
2015-07-16,20600.12,18120.25,124.04
2015-07-17,20650.92,18086.45,124.0
2015-07-20,,18100.41,124.24
2015-07-21,20841.97,17919.29,123.93
2015-07-22,20593.67,17851.04,124.08
2015-07-23,20683.95,17731.92,123.88
2015-07-24,20544.53,17568.53,123.74
2015-07-27,20350.1,17440.59,123.24
2015-07-28,20328.89,17630.27,123.52
2015-07-29,20302.91,17751.39,123.86
2015-07-30,20522.83,17745.98,124.38
2015-07-31,20585.24,17689.86,123.94
2015-08-03,20548.11,17598.2,123.98
2015-08-04,20520.36,17550.69,124.0
2015-08-05,20614.06,17540.47,124.84
2015-08-06,20664.44,17419.75,124.6
2015-08-07,20724.56,17373.38,124.27
2015-08-10,20808.69,17615.17,124.55
2015-08-11,20720.75,17402.84,124.9
2015-08-12,20392.77,17402.51,123.87
2015-08-13,20595.55,17408.25,124.32
2015-08-14,20519.45,17477.4,124.27
2015-08-17,20620.26,17545.18,124.33
2015-08-18,20554.47,17511.34,124.39
2015-08-19,20222.63,17348.73,124.1
2015-08-20,20033.52,16990.69,123.54
2015-08-21,19435.83,16459.75,122.11
2015-08-24,18540.68,15871.35,118.56
2015-08-25,17806.7,15666.44,119.91
2015-08-26,18376.83,16285.51,119.07
2015-08-27,18574.44,16654.77,120.89
2015-08-28,19136.32,16643.01,121.32
2015-08-31,18890.48,16528.03,121.26
2015-09-01,18165.69,16058.35,119.94
2015-09-02,18095.4,16351.38,120.0
2015-09-03,18182.39,16374.76,120.2
2015-09-04,17792.16,16102.38,119.05
2015-09-07,17860.47,,
2015-09-08,17427.08,16492.68,119.72
2015-09-09,18770.51,16253.57,120.94
2015-09-10,18299.62,16330.4,120.71
2015-09-11,18264.22,16433.09,120.66
2015-09-14,17965.7,16370.96,119.92
2015-09-15,18026.48,16599.85,120.3
2015-09-16,18171.6,16739.95,120.62
2015-09-17,18432.27,16674.74,120.9
2015-09-18,18070.21,16384.58,119.85
2015-09-21,,16510.19,120.46
2015-09-22,,16330.47,120.04
2015-09-23,,16279.89,120.12
2015-09-24,17571.83,16201.32,119.54
2015-09-25,17880.51,16314.67,120.74
2015-09-28,17645.11,16001.89,119.82
2015-09-29,16930.84,16049.13,119.76
2015-09-30,17388.15,16284.7,119.81
2015-10-01,17722.42,16272.01,119.58
2015-10-02,17725.13,16472.37,119.42
2015-10-05,18005.49,16776.43,120.36
2015-10-06,18186.1,16790.19,120.18
2015-10-07,18322.98,16912.29,119.9
2015-10-08,18141.17,17050.75,119.94
2015-10-09,18438.67,17084.49,120.3
2015-10-12,,17131.86,
2015-10-13,18234.74,17081.89,119.8
2015-10-14,17891.0,16924.75,119.21
2015-10-15,18096.9,17141.75,118.26
2015-10-16,18291.8,17215.97,119.6
2015-10-19,18131.23,17230.54,119.5
2015-10-20,18207.15,17217.11,119.79
2015-10-21,18554.28,17168.61,119.91
2015-10-22,18435.87,17489.16,120.5
2015-10-23,18825.3,17646.7,121.2
2015-10-26,18947.12,17623.05,120.87
2015-10-27,18777.04,17581.43,120.29
2015-10-28,18903.02,17779.52,120.56
2015-10-29,18935.71,17755.8,121.14
2015-10-30,19083.1,17663.54,120.7
2015-11-02,18683.24,17828.76,120.7
2015-11-03,,17918.15,121.2
