DATE,NIKKEI225,DJIA,DEXJPUS
2010-08-13,9253.46,10303.15,86.2
2010-08-16,9196.67,10302.01,85.33
2010-08-17,9161.68,10405.85,85.51
2010-08-18,9240.54,10415.54,85.31
2010-08-19,9362.68,10271.21,85.27
2010-08-20,9179.38,10213.62,85.63
2010-08-23,9116.69,10174.41,85.16
2010-08-24,8995.14,10040.45,84.16
2010-08-25,8845.39,10060.06,84.56
2010-08-26,8906.48,9985.81,84.61
2010-08-27,8991.06,10150.65,85.1
2010-08-30,9149.26,10009.73,84.67
2010-08-31,8824.06,10014.72,84.1
2010-09-01,8927.02,10269.47,84.48
2010-09-02,9062.84,10320.1,84.15
2010-09-03,9114.13,10447.93,84.45
2010-09-06,9301.32,,
2010-09-07,9226.0,10340.69,83.75
2010-09-08,9024.6,10387.01,83.85
2010-09-09,9098.39,10415.24,83.83
2010-09-10,9239.17,10462.77,84.13
2010-09-13,9321.82,10544.13,83.53
2010-09-14,9299.31,10526.49,83.05
2010-09-15,9516.56,10572.73,85.63
2010-09-16,9509.5,10594.83,85.72
2010-09-17,9626.09,10607.85,85.77
2010-09-20,,10753.62,85.74
2010-09-21,9602.11,10761.03,85.36
2010-09-22,9566.32,10739.31,84.37
2010-09-23,,10662.42,84.32
2010-09-24,9471.67,10860.26,84.24
2010-09-27,9603.14,10812.04,84.17
2010-09-28,9495.76,10858.14,83.82
2010-09-29,9559.38,10835.28,83.61
2010-09-30,9369.35,10788.05,83.53
2010-10-01,9404.23,10829.68,83.3
2010-10-04,9381.06,10751.27,83.33
2010-10-05,9518.76,10944.72,83.17
2010-10-06,9691.43,10967.65,82.8
2010-10-07,9684.81,10948.58,82.35
2010-10-08,9588.88,11006.48,81.86
2010-10-11,,11010.34,
2010-10-12,9388.64,11020.4,81.74
2010-10-13,9403.51,11096.08,81.81
2010-10-14,9583.51,11094.57,81.44
2010-10-15,9500.25,11062.78,81.32
2010-10-18,9498.49,11143.69,81.16
2010-10-19,9539.45,10978.62,81.6
2010-10-20,9381.6,11107.97,81.14
2010-10-21,9376.48,11146.57,81.16
2010-10-22,9426.71,11132.56,81.48
2010-10-25,9401.16,11164.05,80.61
2010-10-26,9377.38,11169.46,81.28
2010-10-27,9387.03,11126.28,81.55
2010-10-28,9366.03,11113.95,80.99
2010-10-29,9202.45,11118.49,80.48
2010-11-01,9154.72,11124.62,80.66
2010-11-02,9159.98,11188.72,80.8
2010-11-03,,11215.13,81.41
2010-11-04,9358.78,11434.84,80.61
2010-11-05,9625.99,11444.08,81.35
2010-11-08,9732.92,11406.84,81.14
2010-11-09,9694.49,11346.75,81.15
2010-11-10,9830.52,11357.04,82.53
2010-11-11,9861.46,11283.1,
2010-11-12,9724.81,11192.58,82.44
2010-11-15,9827.51,11201.97,82.9
2010-11-16,9797.1,11023.5,83.41
2010-11-17,9811.66,11007.88,83.15
2010-11-18,10013.63,11181.23,83.64
2010-11-19,10022.39,11203.55,83.49
2010-11-22,10115.19,11178.58,83.46
2010-11-23,,11036.37,82.86
2010-11-24,10030.11,11187.28,83.38
2010-11-25,10079.76,,
2010-11-26,10039.56,11092.0,84.08
2010-11-29,10125.99,11052.49,84.34
2010-11-30,9937.04,11006.02,83.56
2010-12-01,9988.05,11255.78,84.0
2010-12-02,10168.52,11362.41,83.53
2010-12-03,10178.32,11382.09,82.73
2010-12-06,10167.23,11362.19,82.7
2010-12-07,10141.1,11359.16,83.04
2010-12-08,10232.33,11372.48,84.16
2010-12-09,10285.88,11370.06,83.85
2010-12-10,10211.95,11410.32,83.87
2010-12-13,10293.89,11428.56,83.57
2010-12-14,10316.77,11476.54,83.52
2010-12-15,10309.78,11457.47,84.04
2010-12-16,10311.29,11499.25,84.23
2010-12-17,10303.83,11491.91,84.15
2010-12-20,10216.41,11478.13,83.72
2010-12-21,10370.53,11533.16,83.76
2010-12-22,10346.48,11559.49,83.56
2010-12-23,,11573.49,82.97
2010-12-24,10279.19,,
2010-12-27,10355.99,11555.03,82.91
2010-12-28,10292.63,11575.54,82.21
2010-12-29,10344.54,11585.38,81.9
2010-12-30,10228.92,11569.71,81.67
2010-12-31,,11577.51,
2011-01-03,,11670.75,81.56
2011-01-04,10398.1,11691.18,81.96
2011-01-05,10380.77,11722.89,83.22
2011-01-06,10529.76,11697.31,83.15
2011-01-07,10541.04,11674.76,83.04
2011-01-10,,11637.45,82.78
2011-01-11,10510.68,11671.88,83.36
2011-01-12,10512.8,11755.44,83.29
2011-01-13,10589.76,11731.9,82.72
2011-01-14,10499.04,11787.38,82.99
2011-01-17,10502.86,,
2011-01-18,10518.98,11837.93,82.66
2011-01-19,10557.1,11825.29,82.03
2011-01-20,10437.31,11822.8,83.02
2011-01-21,10274.52,11871.84,82.63
2011-01-24,10345.11,11980.52,82.44
2011-01-25,10464.42,11977.19,82.35
2011-01-26,10401.9,11985.44,82.27
2011-01-27,10478.66,11989.83,83.03
2011-01-28,10360.34,11823.7,82.03
2011-01-31,10237.92,11891.93,81.97
2011-02-01,10274.5,12040.16,81.48
2011-02-02,10457.36,12041.97,81.82
2011-02-03,10431.36,12062.26,81.48
2011-02-04,10543.52,12092.15,81.99
2011-02-07,10592.04,12161.63,82.4
2011-02-08,10635.98,12233.15,81.92
2011-02-09,10617.83,12239.89,82.47
2011-02-10,10605.65,12229.29,83.11
2011-02-11,,12273.26,83.52
2011-02-14,10725.54,12268.19,83.32
2011-02-15,10746.67,12226.64,83.79
2011-02-16,10808.29,12288.17,83.73
2011-02-17,10836.64,12318.14,83.25
2011-02-18,10842.8,12391.25,83.22
2011-02-21,10857.53,,
2011-02-22,10664.7,12212.79,82.94
2011-02-23,10579.1,12105.78,82.39
2011-02-24,10452.71,12068.5,81.67
2011-02-25,10526.76,12130.45,81.76
2011-02-28,10624.09,12226.34,81.94
2011-03-01,10754.03,12058.02,81.86
2011-03-02,10492.38,12066.8,81.62
2011-03-03,10586.02,12258.2,82.41
2011-03-04,10693.66,12169.88,82.35
2011-03-07,10505.02,12090.03,82.12
2011-03-08,10525.19,12214.38,82.69
2011-03-09,10589.5,12213.09,82.78
2011-03-10,10434.38,11984.61,82.98
2011-03-11,10254.43,12044.4,81.77
2011-03-14,9620.49,11993.16,81.65
2011-03-15,8605.15,11855.42,80.82
2011-03-16,9093.72,11613.3,80.17
2011-03-17,8962.67,11774.59,78.74
2011-03-18,9206.75,11858.52,81.14
2011-03-21,,12036.53,81.11
2011-03-22,9608.32,12018.63,81.0
2011-03-23,9449.47,12086.02,80.94
2011-03-24,9435.01,12170.56,80.82
2011-03-25,9536.13,12220.59,81.12
2011-03-28,9478.53,12197.88,81.67
2011-03-29,9459.08,12279.01,82.38
2011-03-30,9708.79,12350.61,82.98
2011-03-31,9755.1,12319.73,82.76
2011-04-01,9708.39,12376.72,84.05
2011-04-04,9718.89,12400.03,83.98
2011-04-05,9615.55,12393.9,84.65
2011-04-06,9584.37,12426.75,85.26
2011-04-07,9590.93,12409.49,84.98
2011-04-08,9768.08,12380.05,84.99
2011-04-11,9719.7,12381.11,84.58
2011-04-12,9555.26,12263.58,83.79
2011-04-13,9641.18,12270.99,83.59
2011-04-14,9653.92,12285.15,83.23
2011-04-15,9591.52,12341.83,83.13
2011-04-18,9556.65,12201.59,82.43
2011-04-19,9441.03,12266.75,82.41
2011-04-20,9606.82,12453.54,82.58
2011-04-21,9685.77,12505.99,81.81
2011-04-22,9682.21,,81.92
2011-04-25,9671.96,12479.88,81.93
2011-04-26,9558.69,12595.37,81.93
2011-04-27,9691.84,12690.96,82.6
2011-04-28,9849.74,12763.31,81.57
2011-04-29,,12810.54,81.31
2011-05-02,10004.2,12807.36,81.23
2011-05-03,,12807.51,81.02
2011-05-04,,12723.58,80.69
2011-05-05,,12584.17,80.12
2011-05-06,9859.2,12638.74,80.51
2011-05-09,9794.38,12684.68,80.66
2011-05-10,9818.76,12760.36,80.75
2011-05-11,9864.26,12630.03,80.78
2011-05-12,9716.65,12695.92,80.75
2011-05-13,9648.77,12595.75,80.76
2011-05-16,9558.3,12548.37,80.82
2011-05-17,9567.02,12479.58,81.39
2011-05-18,9662.08,12560.18,81.37
2011-05-19,9620.82,12605.32,81.78
2011-05-20,9607.08,12512.04,81.64
2011-05-23,9460.63,12381.26,81.81
2011-05-24,9477.17,12356.21,82.12
2011-05-25,9422.88,12394.66,81.96
2011-05-26,9562.05,12402.76,81.44
2011-05-27,9521.94,12441.58,80.75
2011-05-30,9504.97,,
2011-05-31,9693.73,12569.79,81.29
2011-06-01,9719.61,12290.14,80.82
2011-06-02,9555.04,12248.55,80.98
2011-06-03,9492.21,12151.26,80.38
2011-06-06,9380.35,12089.96,80.19
2011-06-07,9442.95,12070.81,80.21
2011-06-08,9449.46,12048.94,79.87
2011-06-09,9467.15,12124.36,80.07
2011-06-10,9514.44,11951.91,80.26
2011-06-13,9448.21,11952.97,80.16
2011-06-14,9547.79,12076.11,80.5
2011-06-15,9574.32,11897.27,80.71
2011-06-16,9411.28,11961.52,80.7
2011-06-17,9351.4,12004.36,80.1
2011-06-20,9354.32,12080.38,80.26
2011-06-21,9459.66,12190.01,80.15
2011-06-22,9629.43,12109.67,80.06
2011-06-23,9596.74,12050.0,80.45
2011-06-24,9678.71,11934.58,80.32
2011-06-27,9578.31,12043.56,80.89
2011-06-28,9648.98,12188.69,80.85
2011-06-29,9797.26,12261.42,80.8
2011-06-30,9816.09,12414.34,80.64
2011-07-01,9868.07,12582.77,80.81
2011-07-04,9965.09,,
2011-07-05,9972.46,12569.87,81.14
2011-07-06,10082.48,12626.02,80.9
2011-07-07,10071.14,12719.49,81.26
2011-07-08,10137.73,12657.2,80.64
2011-07-11,10069.53,12505.76,80.37
2011-07-12,9925.92,12446.88,79.53
2011-07-13,9963.14,12491.61,78.99
2011-07-14,9936.12,12437.12,79.11
2011-07-15,9974.47,12479.73,79.03
2011-07-18,,12385.16,79.1
2011-07-19,9889.72,12587.42,78.91
2011-07-20,10005.9,12571.91,78.76
2011-07-21,10010.39,12724.41,78.47
2011-07-22,10132.11,12681.16,78.44
2011-07-25,10050.01,12592.8,78.31
2011-07-26,10097.72,12501.3,78.04
2011-07-27,10047.19,12302.55,77.99
2011-07-28,9901.35,12240.11,77.87
2011-07-29,9833.03,12143.24,77.18
2011-08-01,9965.01,12132.49,76.87
2011-08-02,9844.59,11866.62,77.13
2011-08-03,9637.14,11896.44,76.87
2011-08-04,9659.18,11383.68,79.01
2011-08-05,9299.88,11444.61,78.48
2011-08-08,9097.56,10809.85,77.53
2011-08-09,8944.48,11239.77,77.16
2011-08-10,9038.74,10719.94,76.41
2011-08-11,8981.94,11143.31,76.68
2011-08-12,8963.72,11269.02,76.79
2011-08-15,9086.41,11482.9,76.73
2011-08-16,9107.43,11405.93,76.76
2011-08-17,9057.26,11410.21,76.46
2011-08-18,8943.76,10990.58,76.52
2011-08-19,8719.24,10817.65,76.46
2011-08-22,8628.13,10854.65,76.77
2011-08-23,8733.01,11176.76,76.59
2011-08-24,8639.61,11320.71,76.78
2011-08-25,8772.36,11149.82,77.38
2011-08-26,8797.78,11284.54,76.62
2011-08-29,8851.35,11539.25,76.96
2011-08-30,8953.9,11559.95,76.75
2011-08-31,8955.2,11613.53,76.5
2011-09-01,9060.8,11493.57,76.81
2011-09-02,8950.74,11240.26,76.79
2011-09-05,8784.46,,
2011-09-06,8590.57,11139.3,77.48
2011-09-07,8763.41,11414.86,77.39
2011-09-08,8793.12,11295.81,77.43
2011-09-09,8737.66,10992.13,77.31
2011-09-12,8535.67,11061.12,77.15
2011-09-13,8616.55,11105.85,76.88
2011-09-14,8518.57,11246.73,76.71
2011-09-15,8668.86,11433.18,76.7
2011-09-16,8864.16,11509.09,76.89
2011-09-19,,11401.01,76.48
2011-09-20,8721.24,11408.66,76.52
2011-09-21,8741.16,11124.84,76.38
2011-09-22,8560.26,10733.83,76.31
2011-09-23,,10771.48,76.3
2011-09-26,8374.13,11043.86,76.35
2011-09-27,8609.95,11190.69,76.6
2011-09-28,8615.65,11010.9,76.51
2011-09-29,8701.23,11153.98,76.68
2011-09-30,8700.29,10913.38,77.04
2011-10-03,8545.48,10655.3,76.66
2011-10-04,8456.12,10808.71,76.86
2011-10-05,8382.98,10939.95,76.86
2011-10-06,8522.02,11123.33,76.64
2011-10-07,8605.62,11103.12,76.77
2011-10-10,,11433.18,
2011-10-11,8773.68,11416.3,76.66
2011-10-12,8738.9,11518.85,77.3
2011-10-13,8823.25,11478.13,76.88
2011-10-14,8747.96,11644.49,77.36
2011-10-17,8879.6,11397.0,76.8
2011-10-18,8741.91,11577.05,76.75
2011-10-19,8772.54,11504.62,76.79
2011-10-20,8682.15,11541.78,76.91
2011-10-21,8678.89,11808.79,76.1
2011-10-24,8843.98,11913.62,76.1
2011-10-25,8762.31,11706.62,75.88
2011-10-26,8748.47,11869.04,76.05
2011-10-27,8926.54,12208.55,75.8
2011-10-28,9050.47,12231.11,75.72
2011-10-31,8988.39,11955.01,77.97
2011-11-01,8835.52,11657.96,78.28
2011-11-02,8640.42,11836.04,78.04
2011-11-03,,12044.47,77.96
2011-11-04,8801.4,11983.24,78.17
2011-11-07,8767.09,12068.39,78.06
2011-11-08,8655.51,12170.18,77.79
2011-11-09,8755.44,11780.94,77.77
2011-11-10,8500.8,11893.79,77.58
2011-11-11,8514.47,12153.68,
2011-11-14,8603.7,12078.98,77.02
2011-11-15,8541.93,12096.16,76.99
2011-11-16,8463.16,11905.59,77.02
2011-11-17,8479.63,11770.73,76.98
2011-11-18,8374.91,11796.16,76.93
2011-11-21,8348.27,11547.31,76.97
2011-11-22,8314.74,11493.72,77.07
2011-11-23,,11257.55,77.41
2011-11-24,8165.18,,
2011-11-25,8160.01,11231.78,77.66
2011-11-28,8287.49,11523.01,78.05
2011-11-29,8477.82,11555.63,77.86
2011-11-30,8434.61,12045.68,77.58
2011-12-01,8597.38,12020.03,77.6
2011-12-02,8643.75,12019.42,77.88
2011-12-05,8695.98,12097.83,77.77
2011-12-06,8575.16,12150.13,77.73
2011-12-07,8722.17,12196.37,77.69
2011-12-08,8664.58,11997.7,77.67
2011-12-09,8536.46,12184.26,77.58
2011-12-12,8653.82,12021.39,77.87
2011-12-13,8552.81,11954.94,77.86
2011-12-14,8519.13,11823.48,78.08
2011-12-15,8377.37,11868.81,77.87
2011-12-16,8401.72,11866.39,77.65
2011-12-19,8296.12,11766.26,77.96
2011-12-20,8336.48,12103.58,77.76
2011-12-21,8459.98,12107.74,78.0
2011-12-22,8395.16,12169.65,78.13
2011-12-23,,12294.0,78.13
2011-12-26,8479.34,,
2011-12-27,8440.56,12291.35,77.83
2011-12-28,8423.62,12151.41,77.98
2011-12-29,8398.89,12287.04,77.71
2011-12-30,8455.35,12217.56,76.98
2012-01-02,,,
2012-01-03,,12397.38,76.67
2012-01-04,8560.11,12418.42,76.68
2012-01-05,8488.71,12415.7,77.18
2012-01-06,8390.35,12359.92,77.06
2012-01-09,,12392.69,76.88
2012-01-10,8422.26,12462.47,76.84
2012-01-11,8447.88,12449.45,76.9
2012-01-12,8385.59,12471.02,76.76
2012-01-13,8500.02,12422.06,76.9
2012-01-16,8378.36,,
2012-01-17,8466.4,12482.07,76.8
2012-01-18,8550.58,12578.95,76.81
2012-01-19,8639.68,12623.98,77.23
2012-01-20,8766.36,12720.48,76.97
2012-01-23,8765.9,12708.82,76.92
2012-01-24,8785.33,12675.75,77.78
2012-01-25,8883.69,12756.96,78.13
2012-01-26,8849.47,12734.63,77.47
2012-01-27,8841.22,12660.46,76.68
2012-01-30,8793.05,12653.72,76.28
2012-01-31,8802.51,12632.91,76.34
2012-02-01,8809.79,12716.46,76.11
2012-02-02,8876.82,12705.41,76.13
2012-02-03,8831.93,12862.23,76.54
2012-02-06,8929.2,12845.13,76.54
2012-02-07,8917.52,12878.2,76.88
2012-02-08,9015.59,12883.95,76.9
2012-02-09,9002.24,12890.46,77.42
2012-02-10,8947.17,12801.23,77.57
2012-02-13,8999.18,12874.04,77.52
2012-02-14,9052.07,12878.28,78.39
2012-02-15,9260.34,12780.95,78.22
2012-02-16,9238.1,12904.08,78.77
2012-02-17,9384.17,12949.87,79.33
2012-02-20,9485.09,,
2012-02-21,9463.02,12965.69,79.73
2012-02-22,9554.0,12938.67,80.3
2012-02-23,9595.57,12984.69,80.21
2012-02-24,9647.38,12982.95,80.88
2012-02-27,9633.93,12981.51,80.42
2012-02-28,9722.52,13005.12,80.44
2012-02-29,9723.24,12952.07,81.1
2012-03-01,9707.37,12980.3,81.16
2012-03-02,9777.03,12977.57,81.56
2012-03-05,9698.59,12962.81,81.43
2012-03-06,9637.63,12759.15,80.86
2012-03-07,9576.06,12837.33,81.06
2012-03-08,9768.96,12907.94,81.5
2012-03-09,9929.74,12922.02,82.59
2012-03-12,9889.86,12959.71,82.21
2012-03-13,9899.08,13177.68,82.66
2012-03-14,10050.52,13194.1,83.78
2012-03-15,10123.28,13252.76,83.28
2012-03-16,10129.83,13232.62,83.34
2012-03-19,10141.99,13239.13,83.31
2012-03-20,,13170.19,83.62
2012-03-21,10086.49,13124.62,83.62
2012-03-22,10127.08,13046.14,82.5
2012-03-23,10011.47,13080.73,82.35
2012-03-26,10018.24,13241.63,82.84
2012-03-27,10255.15,13197.73,83.15
2012-03-28,10182.57,13126.21,82.74
2012-03-29,10114.79,13145.82,82.28
2012-03-30,10083.56,13212.04,82.41
2012-04-02,10109.87,13264.49,82.16
2012-04-03,10050.39,13199.55,82.18
2012-04-04,9819.99,13074.75,82.62
2012-04-05,9767.61,13060.14,82.33
2012-04-06,9688.45,,81.56
2012-04-09,9546.26,12929.59,81.36
2012-04-10,9538.02,12715.93,80.94
2012-04-11,9458.74,12805.39,80.88
2012-04-12,9524.79,12986.58,80.87
2012-04-13,9637.99,12849.59,80.99
2012-04-16,9470.64,12921.41,80.46
2012-04-17,9464.71,13115.54,80.72
2012-04-18,9667.26,13032.75,81.29
2012-04-19,9588.38,12964.1,81.57
2012-04-20,9561.36,13029.26,81.6
2012-04-23,9542.17,12927.17,81.16
2012-04-24,9468.04,13001.56,81.21
2012-04-25,9561.01,13090.72,81.33
2012-04-26,9561.83,13204.62,80.78
2012-04-27,9520.89,13228.31,80.48
2012-04-30,,13213.63,79.81
2012-05-01,9350.95,13279.32,80.17
2012-05-02,9380.25,13268.57,80.19
2012-05-03,,13206.59,80.36
2012-05-04,,13038.27,79.84
2012-05-07,9119.14,13008.53,79.88
2012-05-08,9181.65,12932.09,79.79
2012-05-09,9045.06,12835.06,79.64
2012-05-10,9009.65,12855.04,79.91
2012-05-11,8953.31,12820.6,79.86
2012-05-14,8973.84,12695.35,79.83
2012-05-15,8900.74,12632.0,80.09
2012-05-16,8801.17,12598.55,80.32
2012-05-17,8876.59,12442.49,79.26
2012-05-18,8611.31,12369.38,79.14
2012-05-21,8633.89,12504.48,79.31
2012-05-22,8729.29,12502.81,79.98
2012-05-23,8556.6,12496.15,79.33
2012-05-24,8563.38,12529.75,79.47
2012-05-25,8580.39,12454.83,79.64
2012-05-28,8593.15,,
2012-05-29,8657.08,12580.69,79.44
2012-05-30,8633.19,12419.86,78.93
2012-05-31,8542.73,12393.45,78.29
2012-06-01,8440.25,12118.57,78.21
2012-06-04,8295.63,12101.46,78.3
2012-06-05,8382.0,12127.95,78.57
2012-06-06,8533.53,12414.79,79.11
2012-06-07,8639.72,12460.96,79.67
2012-06-08,8459.26,12554.2,79.47
2012-06-11,8624.9,12411.23,79.5
2012-06-12,8536.72,12573.8,79.44
2012-06-13,8587.84,12496.38,79.35
2012-06-14,8568.89,12651.91,79.29
2012-06-15,8569.32,12767.17,78.65
2012-06-18,8721.02,12741.82,78.95
2012-06-19,8655.87,12837.33,78.92
2012-06-20,8752.31,12824.39,79.54
2012-06-21,8824.07,12573.57,80.18
2012-06-22,8798.35,12640.78,80.52
2012-06-25,8734.62,12502.66,79.5
2012-06-26,8663.99,12534.67,79.46
2012-06-27,8730.49,12627.01,79.83
2012-06-28,8874.11,12602.26,79.35
2012-06-29,9006.78,12880.09,79.81
2012-07-02,9003.48,12871.39,79.42
2012-07-03,9066.59,12943.82,79.77
2012-07-04,9104.17,,
2012-07-05,9079.8,12896.67,79.95
2012-07-06,9020.75,12772.47,79.61
2012-07-09,8896.88,12736.29,79.66
2012-07-10,8857.73,12653.12,79.44
2012-07-11,8851.0,12604.53,79.7
2012-07-12,8720.01,12573.27,79.29
2012-07-13,8724.12,12777.09,79.2
2012-07-16,,12727.21,78.8
2012-07-17,8755.0,12805.54,79.04
2012-07-18,8726.74,12908.7,78.79
2012-07-19,8795.55,12943.36,78.6
2012-07-20,8669.87,12822.57,78.49
2012-07-23,8508.32,12721.46,78.38
2012-07-24,8488.09,12617.32,78.19
2012-07-25,8365.9,12676.05,78.21
2012-07-26,8443.1,12887.93,78.24
2012-07-27,8566.64,13075.66,78.55
2012-07-30,8635.44,13073.01,78.2
2012-07-31,8695.06,13008.68,78.1
2012-08-01,8641.85,12971.06,78.19
2012-08-02,8653.18,12878.88,78.22
2012-08-03,8555.11,13096.17,78.6
2012-08-06,8726.29,13117.51,78.17
2012-08-07,8803.31,13168.6,78.71
2012-08-08,8881.16,13175.64,78.44
2012-08-09,8978.6,13165.19,78.64
2012-08-10,8891.44,13207.95,78.24
2012-08-13,8885.15,13169.43,78.34
2012-08-14,8929.88,13172.14,78.82
2012-08-15,8925.04,13164.78,78.89
2012-08-16,9092.76,13250.11,79.25
2012-08-17,9162.5,13275.2,79.5
2012-08-20,9171.16,13271.64,79.41
2012-08-21,9156.92,13203.58,79.43
2012-08-22,9131.74,13172.76,79.19
2012-08-23,9178.12,13057.46,78.46
2012-08-24,9070.76,13157.97,78.65
2012-08-27,9085.39,13124.67,78.67
2012-08-28,9033.29,13102.99,78.5
2012-08-29,9069.81,13107.48,78.72
2012-08-30,8983.78,13000.71,78.55
2012-08-31,8839.91,13090.84,78.3
2012-09-03,8783.89,,
2012-09-04,8775.51,13035.94,78.35
2012-09-05,8679.82,13047.48,78.34
2012-09-06,8680.57,13292.0,78.96
2012-09-07,8871.65,13306.64,78.14
2012-09-10,8869.37,13254.29,78.24
2012-09-11,8807.38,13323.36,77.78
2012-09-12,8959.96,13333.35,77.86
2012-09-13,8995.15,13539.86,77.41
2012-09-14,9159.39,13593.37,78.22
2012-09-17,,13553.1,78.68
2012-09-18,9123.77,13564.64,78.59
2012-09-19,9232.21,13577.96,78.4
2012-09-20,9086.98,13596.93,78.3
2012-09-21,9110.0,13579.47,78.17
2012-09-24,9069.29,13558.92,77.9
2012-09-25,9091.54,13457.55,77.91
2012-09-26,8906.7,13413.51,77.78
2012-09-27,8949.87,13485.97,77.62
2012-09-28,8870.16,13437.13,77.92
2012-10-01,8796.51,13515.11,78.0
2012-10-02,8786.05,13482.36,78.01
2012-10-03,8746.87,13494.61,78.57
2012-10-04,8824.59,13575.36,78.44
2012-10-05,8863.3,13610.15,78.66
2012-10-08,,13583.65,
2012-10-09,8769.59,13473.53,78.23
2012-10-10,8596.23,13344.97,78.26
2012-10-11,8546.78,13326.39,78.44
2012-10-12,8534.12,13328.85,78.31
2012-10-15,8577.93,13424.23,78.76
2012-10-16,8701.31,13551.78,78.92
2012-10-17,8806.55,13557.0,78.74
2012-10-18,8982.86,13548.94,79.24
2012-10-19,9002.68,13343.51,79.26
2012-10-22,9010.71,13345.89,79.84
2012-10-23,9014.25,13102.53,79.79
2012-10-24,8954.3,13077.34,79.82
2012-10-25,9055.2,13103.68,80.04
2012-10-26,8933.06,13107.21,79.63
2012-10-29,8929.34,,79.81
2012-10-30,8841.98,,79.58
2012-10-31,8928.29,13096.46,79.94
2012-11-01,8946.87,13232.62,80.14
2012-11-02,9051.22,13093.16,80.53
2012-11-05,9007.44,13112.44,80.17
2012-11-06,8975.15,13245.68,80.28
2012-11-07,8972.89,12932.73,79.85
2012-11-08,8837.15,12811.32,79.74
2012-11-09,8757.6,12815.39,79.46
2012-11-12,8676.44,12815.08,
2012-11-13,8661.05,12756.18,79.42
2012-11-14,8664.73,12570.95,80.2
2012-11-15,8829.72,12542.38,81.16
2012-11-16,9024.16,12588.31,81.28
2012-11-19,9153.2,12795.96,81.18
2012-11-20,9142.64,12788.51,81.72
2012-11-21,9222.52,12836.89,82.36
2012-11-22,9366.8,,
2012-11-23,,13009.68,82.34
2012-11-26,9388.94,12967.37,82.11
2012-11-27,9423.3,12878.13,82.23
2012-11-28,9308.35,12985.11,81.84
2012-11-29,9400.88,13021.82,82.06
2012-11-30,9446.01,13025.58,82.54
2012-12-03,9458.18,12965.6,82.24
2012-12-04,9432.46,12951.78,81.86
2012-12-05,9468.84,13034.49,82.4
2012-12-06,9545.16,13074.04,82.29
2012-12-07,9527.39,13155.13,82.37
2012-12-10,9533.75,13169.88,82.37
2012-12-11,9525.32,13248.44,82.42
2012-12-12,9581.46,13245.45,83.1
2012-12-13,9742.73,13170.72,83.54
2012-12-14,9737.56,13135.01,83.52
2012-12-17,9828.88,13235.39,83.7
2012-12-18,9923.01,13350.96,84.0
2012-12-19,10160.4,13251.97,84.32
2012-12-20,10039.33,13311.72,84.33
2012-12-21,9940.06,13190.84,84.1
2012-12-24,,13139.08,84.81
2012-12-25,10080.12,,
2012-12-26,10230.36,13114.59,85.62
2012-12-27,10322.98,13096.31,86.06
2012-12-28,10395.18,12938.11,86.12
2012-12-31,,13104.14,86.64
2013-01-01,,,
2013-01-02,,13412.55,87.1
2013-01-03,,13391.36,86.92
2013-01-04,10688.11,13435.21,88.14
2013-01-07,10599.01,13384.29,87.68
2013-01-08,10508.06,13328.85,87.31
2013-01-09,10578.57,13390.51,87.9
2013-01-10,10652.64,13471.22,88.16
2013-01-11,10801.57,13488.43,89.22
2013-01-14,,13507.32,89.34
2013-01-15,10879.08,13534.89,88.65
2013-01-16,10600.44,13511.23,88.64
2013-01-17,10609.64,13596.02,89.41
2013-01-18,10913.3,13649.7,89.9
2013-01-21,10747.74,,
2013-01-22,10709.93,13712.21,88.62
2013-01-23,10486.99,13779.33,88.44
2013-01-24,10620.87,13825.33,90.04
2013-01-25,10926.65,13895.98,91.04
2013-01-28,10824.31,13881.93,90.73
2013-01-29,10866.72,13954.42,90.65
2013-01-30,11113.95,13910.42,91.05
2013-01-31,11138.66,13860.58,91.28
2013-02-01,11191.34,14009.79,92.54
2013-02-04,11260.35,13880.08,92.57
2013-02-05,11046.92,13979.3,93.34
2013-02-06,11463.75,13986.52,93.56
2013-02-07,11357.07,13944.05,93.24
2013-02-08,11153.16,13992.97,92.72
2013-02-11,,13971.24,93.44
2013-02-12,11369.12,14018.7,93.14
2013-02-13,11251.41,13982.91,93.39
2013-02-14,11307.28,13973.39,93.1
2013-02-15,11173.83,13981.76,93.64
2013-02-18,11407.87,,
2013-02-19,11372.34,14035.67,93.54
2013-02-20,11468.28,13927.54,93.53
2013-02-21,11309.13,13880.62,92.96
2013-02-22,11385.94,14000.57,93.35
2013-02-25,11662.52,13784.17,93.35
2013-02-26,11398.81,13900.13,91.38
2013-02-27,11253.97,14075.37,91.88
2013-02-28,11559.36,14054.49,92.36
2013-03-01,11606.38,14089.66,93.38
2013-03-04,11652.29,14127.82,93.32
2013-03-05,11683.45,14253.77,93.39
2013-03-06,11932.27,14296.24,93.64
2013-03-07,11968.08,14329.49,95.0
2013-03-08,12283.62,14397.07,96.0
2013-03-11,12349.05,14447.29,96.12
2013-03-12,12314.81,14450.06,95.96
2013-03-13,12239.66,14455.28,96.0
2013-03-14,12381.19,14539.14,96.16
2013-03-15,12560.95,14514.11,95.26
2013-03-18,12220.63,14452.06,94.92
2013-03-19,12468.23,14455.82,94.85
2013-03-20,,14511.73,95.51
2013-03-21,12635.69,14421.49,95.06
2013-03-22,12338.53,14512.03,94.48
2013-03-25,12546.46,14447.75,94.34
